HITId,HITTypeId,AssignmentId,WorkerId,WorkTimeInSeconds,Context,Input Number,Question,Answer,Clarity,Fluency,Grammatical,Present,Generated
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,36V4Q8R5ZK021WMWIIH1C5RCXCBQM0,A2J2P9JE374XCM,171,"this allowed increased communication and trade between the west, middle east and asia, thus expanding the horizons of all three cultural areas.",7,what effect did genghis khan's career have on communication and trade across asia?,increased,5,5,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3E7TUJ2EGCMT53ZXON7C7KETEYFD9J,A37WDOIQH6JM6V,273,"this allowed increased communication and trade between the west, middle east and asia, thus expanding the horizons of all three cultural areas.",7,what effect did genghis khan's career have on communication and trade across asia?,increased,4,4,TRUE,TRUE,TRUE
31MCUE39BKM8G1MEI218Y8JJOO43GO,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PH3VY7DJLX7K0H19G61CW570H8ZWS,A1NKBXOTZAI1YK,206,"this allowed increased communication and trade between the west, middle east and asia, thus expanding the horizons of all three cultural areas.",7,what effect did genghis khan's career have on communication and trade across asia?,increased,5,4,TRUE,FALSE,TRUE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK9CR5,A8TIL9U6YHG5,364,the arrival of satellite television ended the need for abc to hold interests in other countries ; many governments also wanted to increase their independence and strengthen legislation to limit foreign ownership of broadcasting properties.,124,why was abc forced to sell its interests in international networks in the 70s?,legislation to limit foreign ownership of broadcasting properties,3,3,FALSE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B3WTRP3DB262T1HRYNVB1NPH7T929,A1IZ4NX41GKU4X,327,the arrival of satellite television ended the need for abc to hold interests in other countries ; many governments also wanted to increase their independence and strengthen legislation to limit foreign ownership of broadcasting properties.,124,why was abc forced to sell its interests in international networks in the 70s?,legislation to limit foreign ownership of broadcasting properties,5,5,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HPZF4IVNMTY1C1RW34HMVP227MYCR,A2LU259QPV1I4V,404,the arrival of satellite television ended the need for abc to hold interests in other countries ; many governments also wanted to increase their independence and strengthen legislation to limit foreign ownership of broadcasting properties.,124,why was abc forced to sell its interests in international networks in the 70s?,legislation to limit foreign ownership of broadcasting properties,4,4,TRUE,TRUE,FALSE
37SQU136V7OF2JIWDF2M3S0GOF711U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K2755HG5S326DQAR974HG04HWADFB,AX8EX2QI5HIQQ,360,the arrival of satellite television ended the need for abc to hold interests in other countries ; many governments also wanted to increase their independence and strengthen legislation to limit foreign ownership of broadcasting properties.,124,why was abc forced to sell its interests in international networks in the 70s?,legislation to limit foreign ownership of broadcasting properties,3,3,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,304SM51WA34IVLXCJXGXTPVJ31SSB2,A3IR7DFEKLLLO,229,"an online petition of over 5,100 names on the parliamentary website led to chris smith asking parliament about the future of the collection.",135,approximately how many names were signed on an online petition on the parliamentary website in response to the closing of the musical instruments gallery?,"over 5,100",5,5,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33PPUNGG3852C40FAMWVPXXQ82UZRQ,AM0JKZVOEOTMA,376,"an online petition of over 5,100 names on the parliamentary website led to chris smith asking parliament about the future of the collection.",135,approximately how many names were signed on an online petition on the parliamentary website in response to the closing of the musical instruments gallery?,"over 5,100",2,2,FALSE,FALSE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3W92K5RLWUHWYXX7CIUP1QFYS915VK,A3BI0AX5T5GVO3,145,"an online petition of over 5,100 names on the parliamentary website led to chris smith asking parliament about the future of the collection.",135,approximately how many names were signed on an online petition on the parliamentary website in response to the closing of the musical instruments gallery?,"over 5,100",4,5,TRUE,TRUE,FALSE
34OWYT6U3WH8RUHPPZ2LAXZL3T6I9C,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZDAD0O1T1DQNODSDTD5SRIXONUXT5,A610SH5RY1NG1,172,"an online petition of over 5,100 names on the parliamentary website led to chris smith asking parliament about the future of the collection.",135,approximately how many names were signed on an online petition on the parliamentary website in response to the closing of the musical instruments gallery?,"over 5,100",5,5,TRUE,TRUE,FALSE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,323Q6SJS8IGJITVCD5QU81F29O3FHM,A610SH5RY1NG1,111,"goldenson also cited interest in japan in the early 1950s, acquiring a 5% stake in two new domestic networks, the mainichi broadcasting system in 1951 and nihon educational television in 1957.",31,what japanese network did abc purchase a stake in in 1951?,mainichi,5,5,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EKH1N,A8TIL9U6YHG5,213,"goldenson also cited interest in japan in the early 1950s, acquiring a 5% stake in two new domestic networks, the mainichi broadcasting system in 1951 and nihon educational television in 1957.",31,what japanese network did abc purchase a stake in in 1951?,mainichi,5,4,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A1PQ49WVHHSSE1466B9JZB88EL1H8,A3BI0AX5T5GVO3,121,"goldenson also cited interest in japan in the early 1950s, acquiring a 5% stake in two new domestic networks, the mainichi broadcasting system in 1951 and nihon educational television in 1957.",31,what japanese network did abc purchase a stake in in 1951?,mainichi,5,4,TRUE,TRUE,TRUE
341H3G5YF0ECQQIMP77EHH1IW2E0ZF,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RANCT1ZVFHYAYPG82BX8QD7OYDUBK,A2J2P9JE374XCM,384,"goldenson also cited interest in japan in the early 1950s, acquiring a 5% stake in two new domestic networks, the mainichi broadcasting system in 1951 and nihon educational television in 1957.",31,what japanese network did abc purchase a stake in in 1951?,mainichi,5,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EJJQNKU9R5GLJ0L40QOPQTLCCHHRM,A1IZ4NX41GKU4X,246,"each step had to be successfully accomplished before the next ones could be performed, and it was unknown how many tries of each mission would be necessary; therefore letters were used instead of numbers.",39,"since nasa didn't know how many attempts each test would end up requiring, what did they use instead of numbers for the trials?",letters,5,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3F6HPJW4JD0HEPEPK9XNPLV0F8BW2J,A3BI0AX5T5GVO3,197,"each step had to be successfully accomplished before the next ones could be performed, and it was unknown how many tries of each mission would be necessary; therefore letters were used instead of numbers.",39,"since nasa didn't know how many attempts each test would end up requiring, what did they use instead of numbers for the trials?",letters,4,5,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3Z7ISHFUH0VWUZLJBDQVYG2LIA68ZN,A2YBZFSUD5OP7W,279,"each step had to be successfully accomplished before the next ones could be performed, and it was unknown how many tries of each mission would be necessary; therefore letters were used instead of numbers.",39,"since nasa didn't know how many attempts each test would end up requiring, what did they use instead of numbers for the trials?",letters,4,4,TRUE,TRUE,TRUE
3BS6ERDL937410Z5ZEYYZQS6LNQD6U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZR9AIQJUB9Y9DSRVGNQB5JUYHR04G,A610SH5RY1NG1,137,"each step had to be successfully accomplished before the next ones could be performed, and it was unknown how many tries of each mission would be necessary; therefore letters were used instead of numbers.",39,"since nasa didn't know how many attempts each test would end up requiring, what did they use instead of numbers for the trials?",letters,5,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,386CSBG1OZM0CT14V2AKN9UQ7CW6Q6,A3696JXTRKL2FI,292,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",55,when did zhenjin die?,1285,5,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3A0EX8ZRN8OFR79LI38MBBJKKMOYBM,A2VE5IV9OD2SK1,186,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",55,when did zhenjin die?,1285,4,5,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EG49X351UCKLQ2GHG5CHHQJ4FHX6S,A1Z6F6EIUJFC6T,148,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",55,when did zhenjin die?,1285,3,4,TRUE,TRUE,TRUE
3538U0YQ1FU221QJ7IVQGNJ7N943FP,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HQUKB7LNFE3WPMI8VEUBMRFP3GHHM,A37WDOIQH6JM6V,272,"kublai originally named his eldest son, zhenjin, as the crown prince, but he died before kublai in 1285.",55,when did zhenjin die?,1285,5,5,TRUE,TRUE,TRUE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,337RC3OW052A0M0S45AWIFBVEZZVLW,A1Z6F6EIUJFC6T,213,"the crew of apollo 8 sent the first live televised pictures of the earth and the moon back to earth, and read from the creation story in the book of genesis, on christmas eve, 1968.",141,what crew sent the first ever live images of the earth and moon to earth?,apollo 8,3,2,TRUE,FALSE,FALSE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3C6FJU71TQTUN6IRIUPHG1B897VYU3,A3BI0AX5T5GVO3,151,"the crew of apollo 8 sent the first live televised pictures of the earth and the moon back to earth, and read from the creation story in the book of genesis, on christmas eve, 1968.",141,what crew sent the first ever live images of the earth and moon to earth?,apollo 8,4,4,TRUE,TRUE,FALSE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IJXV6UZ1XJGHEB5AI89P2U0CPTRIM,A2J2P9JE374XCM,138,"the crew of apollo 8 sent the first live televised pictures of the earth and the moon back to earth, and read from the creation story in the book of genesis, on christmas eve, 1968.",141,what crew sent the first ever live images of the earth and moon to earth?,apollo 8,5,5,TRUE,TRUE,FALSE
3D06DR5225J8SWHL2KEDYLHMQK8AMZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QL2OFSM96I4PDXDP1V65FRVYNKNCS,A23S6QOSZH9TMT,392,"the crew of apollo 8 sent the first live televised pictures of the earth and the moon back to earth, and read from the creation story in the book of genesis, on christmas eve, 1968.",141,what crew sent the first ever live images of the earth and moon to earth?,apollo 8,5,5,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35H6S234SA0BJ7I6BAMHPYZZBGA65U,A3696JXTRKL2FI,300,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",177,which mongol conqueror was most celebrated by the mughal emperors?,timur,3,3,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39N5ACM9HEN2U02NTWY77EVISHG9PR,A26TY8FHMJ183C,252,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",177,which mongol conqueror was most celebrated by the mughal emperors?,timur,3,4,TRUE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3BWI6RSP7G9UJQP45LKCZ658JKT7EV,A2LU259QPV1I4V,376,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",177,which mongol conqueror was most celebrated by the mughal emperors?,timur,1,1,FALSE,TRUE,FALSE
3QGTX7BCHP2BLX4NMDDQYCX9DAP5Z5,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CFVK00FWLLPLWLR3X2O6NVWX6A6LI,A3BI0AX5T5GVO3,111,"however, mughal emperors directly patronized the legacies of genghis khan and timur ; together their names were synonymous with the names of other distinguished personalities particularly among the muslim populations of south asia.",177,which mongol conqueror was most celebrated by the mughal emperors?,timur,4,3,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,34PGFRQONOBHKLCXRU3FO2HHHJXJWT,A1Z6F6EIUJFC6T,266,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",178,when does rain typically fall in jacksonville?,may through september,3,2,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3CN4LGXD5XOV68OC3OYZ3XDEAU74YM,A3696JXTRKL2FI,284,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",178,when does rain typically fall in jacksonville?,may through september,5,5,TRUE,TRUE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3N2BF7Y2VQUPO3NTZSU73RZB6PFMH0,A610SH5RY1NG1,122,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",178,when does rain typically fall in jacksonville?,may through september,2,4,TRUE,FALSE,FALSE
3NI0WFPPI9GA2GYBN2A3KJ8NRYH60U,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3QUO65DNQUOITSEPC7GJEAD6VXUUOM,A8TIL9U6YHG5,400,"seasonal rainfall is concentrated in the warmest months from may through september, while the driest months are from november through april.",178,when does rain typically fall in jacksonville?,may through september,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3HRMW88U16QED3HX1KNMXZ0UK8E0MD,A8TIL9U6YHG5,276,"each year, enr compiles and reports on data about the size of design and construction companies.",108,what compiles and reports on data about the size of design and construction companies?,enr,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IAEQB9FMEK4HZC5HYH4L4M4CZZDW8,A610SH5RY1NG1,182,"each year, enr compiles and reports on data about the size of design and construction companies.",108,what compiles and reports on data about the size of design and construction companies?,enr,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3IFS6Q0HJIJSITBIP78EFCZWYRCSIB,A2LU259QPV1I4V,357,"each year, enr compiles and reports on data about the size of design and construction companies.",108,what compiles and reports on data about the size of design and construction companies?,enr,5,5,TRUE,TRUE,FALSE
3N5YJ55YXG3EAE2LELTDB06MVAIANZ,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3X87C8JFV6B5ZRZ12FDNOEQIP1TQSC,A23S6QOSZH9TMT,281,"each year, enr compiles and reports on data about the size of design and construction companies.",108,what compiles and reports on data about the size of design and construction companies?,enr,5,5,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3K3R2QNK8B3FM5AJAIX1HKIH0Y89UN,A2TT6FAIWFD25N,169,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",157,what city is tied with miami for hosting the super bowl?,new orleans,5,5,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L4D84MILZSZNVH8WVHFNZ7U2VJJHS,A1Z6F6EIUJFC6T,151,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",157,what city is tied with miami for hosting the super bowl?,new orleans,3,3,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OS4RQUCR9F9RGSQDDGYMQC4EBWFB4,A2541C8MY0BYV3,216,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",157,what city is tied with miami for hosting the super bowl?,new orleans,5,5,TRUE,TRUE,FALSE
3BO3NEOQM0HMWDRUH5GL6SA59BOIAR,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3PEIJLRY6TTIF5HM8YIGFBPWSHCXWV,A3BI0AX5T5GVO3,186,"the south florida/miami area has previously hosted the event 10 times (tied for most with new orleans), with the most recent one being super bowl xliv in 2010.",157,what city is tied with miami for hosting the super bowl?,new orleans,4,4,TRUE,TRUE,FALSE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,30H4UDGLT2IH1KLHI52CC012SGPPM8,A3696JXTRKL2FI,294,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",98,when did huguenots colonize in north america?,1624,5,5,TRUE,TRUE,TRUE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3DQQ64TANGLD6WFVM78ZLY3TQI3WP6,A3BI0AX5T5GVO3,104,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",98,when did huguenots colonize in north america?,1624,4,4,TRUE,TRUE,TRUE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3EO896NRAWVPS483WPY41IAIDPFTJD,A2VE5IV9OD2SK1,220,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",98,when did huguenots colonize in north america?,1624,5,5,TRUE,TRUE,TRUE
3SX4X51T809WSZ2XF0TQQP6RLKNAOE,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3NXNZ5RS1AXDOUYNXA4Q7S4XSNC79K,A1Z6F6EIUJFC6T,212,"barred by the government from settling in new france, huguenots led by jessã© de forest, sailed to north america in 1624 and settled instead in the dutch colony of new netherland (later incorporated into new york and new jersey); as well as great britain 's colonies, including nova scotia.",98,when did huguenots colonize in north america?,1624,4,2,TRUE,TRUE,TRUE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,31N2WW6R9RQ4OLODYK1S47ESQJJF3D,A2DQPRIY1W73NY,267,"since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.",165,when did abc begin airing dick clark's new year's rockin' eve?,1974,3,2,TRUE,TRUE,FALSE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37XITHEISW9P4BP5I8CNEZW5ZK7CR3,A2SBISQJE2ZPJQ,316,"since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.",165,when did abc begin airing dick clark's new year's rockin' eve?,1974,3,3,TRUE,TRUE,FALSE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RGU30DZTA8LF9IJNSXSF4FQJHKMJ6,A3BI0AX5T5GVO3,92,"since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.",165,when did abc begin airing dick clark's new year's rockin' eve?,1974,4,5,TRUE,TRUE,FALSE
35F6NGNVM8JUMP974E35A8AOJKY7T6,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3WMINLGALB3X5U3OGXQ1J97VZGJCAV,A2541C8MY0BYV3,158,"since 1974, abc has generally aired dick clark's new year's rockin' eve on new year's eve (hosted first by its creator dick clark, and later by his successor ryan seacrest); the only exception was in 1999, when abc put it on a one-year hiatus to provide coverage of the international millennium festivities, though clark's traditional countdown from times square was still featured within the coverage.",165,when did abc begin airing dick clark's new year's rockin' eve?,1974,5,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,35K3O9HUABD7YJ4AN4IONYIPH8BFE6,A2LU259QPV1I4V,369,"the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.",105,who developed the first commercial steam powered device?,thomas savery,5,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3B1NLC6UGZWH9APV724HZVH5WUDPG0,A610SH5RY1NG1,147,"the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.",105,who developed the first commercial steam powered device?,thomas savery,5,5,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3UOUJI6MTDE5N1SHDY3FXN4Z711XUW,A3BI0AX5T5GVO3,107,"the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.",105,who developed the first commercial steam powered device?,thomas savery,4,4,TRUE,TRUE,FALSE
3SSN80MU8COPYLPBSITB3G0G20MKX8,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZPBJO59KP1MK9HGMZV4K1CHXBQDHC,A1STU8IA7S3WOK,199,"the first commercial steam-powered device was a water pump, developed in 1698 by thomas savery.",105,who developed the first commercial steam powered device?,thomas savery,5,5,TRUE,TRUE,FALSE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,33FOTY3KEML1B6QOKEX888ESVMGC1A,A3BI0AX5T5GVO3,126,the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.,144,how many chloroplasts per cell does algae have?,1,4,5,TRUE,FALSE,FALSE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,37QW5D2ZRGMZTNZ5GLWN2N5IVV68SI,A3696JXTRKL2FI,230,the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.,144,how many chloroplasts per cell does algae have?,1,5,5,TRUE,TRUE,FALSE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39GAF6DQWR0XAFWOBVSDY02HGTY1V0,A3862RIFFUV141,301,the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.,144,how many chloroplasts per cell does algae have?,1,5,5,FALSE,TRUE,FALSE
3UUSLRKAUL3N50DAIO3Q54S2GYAD7T,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,39U1BHVTDLRE7Q6ET46HLBTTHST3TB,A610SH5RY1NG1,135,the number of chloroplasts per cell varies from 1 in algae up to 100 in plants like arabidopsis and wheat.,144,how many chloroplasts per cell does algae have?,1,3,4,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3G2UL9A02DEQ6BWPZ31ENIDV2M4678,A610SH5RY1NG1,93,"also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""",169,what do extremely unequal societies tend to be?,politically and socially unstable,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3L6L49WXW0XX4KESSMT2S0FLFP1454,AR1IWBDA7MC86,336,"also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""",169,what do extremely unequal societies tend to be?,politically and socially unstable,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3OB0CAO74HPPIKC7IVIIXMMIFZTYH2,AU2NVT51E749C,248,"also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""",169,what do extremely unequal societies tend to be?,politically and socially unstable,5,5,TRUE,TRUE,FALSE
3BVS8WK9Q0VRFNWMNJGH13UBRT9IBM,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3RXCAC0YIRPW3IQELL26D9MF7KDG87,A2VE5IV9OD2SK1,240,"also, very unequal societies tend to be politically and socially unstable, which is reflected in lower rates of investment and therefore growth.""",169,what do extremely unequal societies tend to be?,politically and socially unstable,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,31UV0MXWNQCRCRD7DBV6M1P4K73I5Y,A2FBT0BSFOV91D,287,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",117,a function problem is an example of what?,a computational problem,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3DPNQGW4LLFTNOE6X537K6TLBKF46N,A610SH5RY1NG1,83,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",117,a function problem is an example of what?,a computational problem,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3VW04L3ZLT6X45MCI3E2HU331JIXXO,A37WDOIQH6JM6V,228,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",117,a function problem is an example of what?,a computational problem,5,5,TRUE,TRUE,FALSE
386659BNTLHFVUXEHWYMPNH6JN110R,3MCFX9UVS0LB9XBXCYTZXE6XTLR68I,3ZGVPD4G6THFSJD7EB1QPCY8WNQZT2,A3696JXTRKL2FI,142,"a function problem is a computational problem where a single output (of a total function) is expected for every input, but the output is more complex than that of a decision problem, that is, it is n't just yes or no.",117,a function problem is an example of what?,a computational problem,5,5,TRUE,TRUE,FALSE
